ticker,ok,history_rows,dividend_rows,financial_rows,indicator_rows,price,market_cap,message,error
PETR4,True,2491,61,9,21,42.0,573866377216.0,,
PETR3,True,2491,50,9,17,47.5099983215332,612343676928.0,,
VALE3,True,2491,38,9,19,75.05000305175781,319395004416.0,,
ITUB4,True,2491,273,9,19,41.81999969482422,460934676480.0,,
ITUB3,True,2491,278,9,20,44.2599983215332,487805321216.0,,
BBAS3,True,2491,129,9,19,20.780000686645508,118630391808.0,,
BBDC4,True,2491,266,9,19,18.350000381469727,193972568064.0,,
BBDC3,True,2491,266,9,19,16.040000915527344,182016311296.0,,
BBSE3,True,2491,28,9,14,40.91999816894531,79435882496.0,,
WEGE3,True,2491,108,9,19,45.63999938964844,191497666560.0,,
ABEV3,True,2491,53,9,20,15.899999618530273,245699428352.0,,
TAEE11,True,2491,59,9,19,39.04999923706055,40358174720.0,,
EGIE3,True,2491,54,10,20,29.290000915527344,41485815808.0,,
CSMG3,True,2491,67,9,17,61.81999969482422,23440996352.0,,
RANI3,True,2491,47,9,18,7.960000038146973,1829973120.0,,
CMIG4,True,2491,52,10,17,11.0,31467501568.0,,
CPLE6,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
KLBN11,True,2491,47,9,13,18.020000457763672,128051224576.0,,
SUZB3,True,2491,22,10,17,42.29999923706055,52218789888.0,,
RENT3,True,2491,87,9,20,37.439998626708984,41356779520.0,,
MGLU3,True,2491,17,9,14,4.760000228881836,3692134400.0,,
LREN3,True,2491,78,9,19,13.359999656677246,12842742784.0,,
RAIL3,True,2491,5,9,11,13.949999809265137,25886986240.0,,
B3SA3,True,2491,83,9,19,15.319999694824219,76573933568.0,,
ALPA4,True,2491,43,9,18,11.600000381469727,7878750208.0,,
ASAI3,True,1352,8,9,6,8.300000190734863,11108564992.0,,
AURE3,True,1084,5,9,5,11.109999656677246,11605895168.0,,
AZUL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
BEEF3,True,2491,13,9,13,3.4700000286102295,3439266048.0,,
BPAC11,True,2347,23,9,10,54.65999984741211,184180146176.0,,
BRAP4,True,2491,34,9,18,21.65999984741211,8514472448.0,,
MBRF3,True,2491,11,9,14,16.65999984741211,23033729024.0,,
BRKM5,True,2491,16,9,19,5.71999979019165,4558659072.0,,
BRSR6,True,2491,89,9,17,13.920000076293945,5692924416.0,,
CCRO3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
CMIG3,True,2491,55,10,19,16.399999618530273,46915182592.0,,
CMIN3,True,1357,17,9,6,5.980000019073486,32306565120.0,,
COGN3,True,2491,30,9,14,2.190000057220459,4382691840.0,,
CPFE3,True,2491,26,9,18,44.790000915527344,51609477120.0,,
CPLE3,True,2491,36,9,21,14.529999732971191,43148439552.0,,
CSAN3,True,2491,22,9,19,3.890000104904175,15343586304.0,,
CSNA3,True,2491,28,9,19,5.199999809265137,6895688192.0,,
CURY3,True,1457,17,9,7,28.850000381469727,8887173120.0,,
CYRE3,True,2491,21,9,17,20.770000457763672,7609024000.0,,
DIRR3,True,2491,22,9,17,11.09000015258789,5766841856.0,,
DXCO3,True,2491,30,9,19,5.03000020980835,4566491648.0,,
ECOR3,True,2491,21,9,17,6.889999866485596,4792830464.0,,
AXIA3,True,2491,18,9,16,51.130001068115234,116521705472.0,,
AXIA6,True,1,0,9,5,55.779998779296875,125450723328.0,,
EMBJ3,True,2491,47,9,19,86.08999633789062,61281714176.0,,
ENEV3,True,2491,1,9,12,25.8700008392334,49386192896.0,,
ENGI11,True,2491,35,9,17,48.459999084472656,14842474496.0,,
EQTL3,True,2491,28,9,19,37.81999969482422,47460925440.0,,
EVEN3,True,2491,20,9,19,4.760000228881836,944399872.0,,
EZTC3,True,2491,32,9,19,11.079999923706055,3073138176.0,,
FLRY3,True,2491,40,9,17,16.829999923706055,9149230080.0,,
GGBR4,True,2491,93,9,27,24.790000915527344,48667250688.0,,
GOAU4,True,2491,90,9,27,10.770000457763672,14247358464.0,,
HAPV3,True,2052,11,9,9,10.550000190734863,5012177920.0,,
HYPE3,True,2491,47,9,13,21.030000686645508,14804957184.0,,
IRBR3,True,2241,10,11,10,53.31999969482422,4327920640.0,,
ITSA3,True,2491,143,9,21,13.529999732971191,151690133504.0,,
ITSA4,True,2491,141,9,20,13.489999771118164,151187144704.0,,
LEVE3,True,2491,45,9,18,31.360000610351562,4250503424.0,,
MDIA3,True,2491,54,9,19,17.020000457763672,5711436288.0,,
MILS3,True,2491,32,9,16,15.59000015258789,3551912448.0,,
MOVI3,True,2289,24,9,10,7.909999847412109,3172196864.0,,
MRVE3,True,2491,24,9,18,4.590000152587891,2583410176.0,,
MULT3,True,2491,44,9,18,27.540000915527344,13523423232.0,,
NEOE3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
NATU3,True,1088,24,9,17,8.270000457763672,11364920320.0,,
ODPV3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
PCAR3,True,2491,39,7,19,2.809999942779541,1384057472.0,,
POMO4,True,2491,47,9,18,5.309999942779541,6591835648.0,,
PRIO3,True,2491,1,9,11,58.40999984741211,46616059904.0,,
PSSA3,True,2491,53,9,18,53.810001373291016,34491797504.0,,
RADL3,True,2491,83,9,20,17.760000228881836,31054002176.0,,
RAIZ4,True,1243,10,9,6,0.25999999046325684,2689210112.0,,
RDOR3,True,1399,21,9,7,33.849998474121094,73800024064.0,,
ROMI3,True,2491,50,10,18,5.849999904632568,545048896.0,,
SANB11,True,2491,68,9,17,25.6299991607666,137722281984.0,,
SAPR11,True,2135,20,9,10,35.400001525878906,10699331584.0,,
SBSP3,True,2491,25,10,19,26.610000610351562,93316767744.0,,
SLCE3,True,2491,21,9,17,13.09000015258789,6496715264.0,,
SMTO3,True,2491,27,9,18,14.270000457763672,4605975040.0,,
STBP3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
TIMS3,True,2491,45,9,17,19.479999542236328,46531260416.0,,
TOTS3,True,2491,48,9,19,29.440000534057617,16874861568.0,,
TRPL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
UGPA3,True,2491,36,9,19,32.0,34202279936.0,,
USIM5,True,2491,24,9,18,8.319999694824219,10241442816.0,,
VBBR3,True,2082,23,9,9,34.599998474121094,41277083648.0,,
VIVT3,True,2491,115,10,18,32.540000915527344,103985029120.0,,
VIVR3,True,2491,0,9,11,1.6699999570846558,8149666.0,,
VLID3,True,2491,55,9,19,18.06999969482422,1413852416.0,,
WIZC3,True,2491,19,9,12,8.130000114440918,1300046208.0,,
YDUQ3,True,2491,21,9,18,8.140000343322754,2071213056.0,,
ANIM3,True,2491,9,9,13,2.2699999809265137,857742656.0,,
ARZZ3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
BMGB4,True,1657,18,9,8,5.230000019073486,3372313600.0,,
CAML3,True,2198,36,10,10,4.599999904632568,1568927616.0,,
CEAB3,True,1673,4,9,8,9.119999885559082,2736119552.0,,
CEBR6,True,2491,17,9,13,27.5,1982252544.0,,
DESK3,True,1253,6,9,6,18.260000228881836,2115599104.0,,
ENJU3,True,1424,1,9,7,0.6700000166893005,137362048.0,,
ESPA3,True,1367,5,9,6,7.920000076293945,283706304.0,,
GFSA3,True,2491,7,9,17,0.30000001192092896,47210196.0,,
HBSA3,True,1453,0,9,7,3.180000066757202,4326016512.0,,
IFCM3,True,1305,0,9,6,1.4500000476837158,39960184.0,,
JHSF3,True,2491,59,9,18,10.579999923706055,7053814272.0,,
KEPL3,True,2491,27,9,14,6.449999809265137,1117511808.0,,
LAVV3,True,1468,20,9,7,9.979999542236328,1950434688.0,,
LOGG3,True,1889,13,9,9,25.059999465942383,2190976000.0,,
LWSA3,True,1612,5,9,7,3.7200000286102295,2043179520.0,,
MEAL3,True,2491,4,9,13,0.6100000143051147,174872688.0,,
MELK3,True,1451,17,9,7,2.8499999046325684,577328576.0,,
NGRD3,True,1,0,9,5,34.279998779296875,311481056.0,,
OPCT3,True,1361,1,9,6,10.300000190734863,2059536000.0,,
ORVR3,True,1360,0,9,6,68.5,9406700544.0,,
PETZ3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
PLPL3,True,1458,6,9,7,7.21999979019165,1465268480.0,,
PNVL3,True,2491,46,9,19,11.569999694824219,1724208384.0,,
SEQL3,True,1444,0,9,7,0.07000000029802322,445934208.0,,
SIMH3,True,1458,8,9,7,7.539999961853027,4401545216.0,,
SOJA3,True,1310,8,9,6,5.349999904632568,754681152.0,,
TEND3,True,2491,12,9,11,29.09000015258789,3563903488.0,,
TRIS3,True,2491,18,9,16,4.230000019073486,987776896.0,,
TTEN3,True,1256,5,9,6,12.300000190734863,6155417600.0,,
VAMO3,True,1369,6,9,6,3.309999942779541,4043961088.0,,
VIVA3,True,1690,9,9,8,22.350000381469727,5255268352.0,,
VULC3,True,2491,35,9,15,14.079999923706055,4422709760.0,,
WEST3,True,1361,1,9,6,3.2300000190734863,35883196.0,,
ZAMP3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
