ticker,ok,history_rows,dividend_rows,financial_rows,indicator_rows,price,market_cap,message,error
PETR4,True,2491,61,9,21,41.0099983215332,560339550208.0,,
PETR3,True,2491,50,9,17,46.04999923706055,593526128640.0,,
VALE3,True,2491,38,9,19,75.69000244140625,322118680576.0,,
ITUB4,True,2491,273,9,19,42.689998626708984,470523707392.0,,
ITUB3,True,2491,278,9,20,45.27000045776367,498936938496.0,,
BBAS3,True,2491,129,9,19,20.5,117031903232.0,,
BBDC4,True,2491,266,9,19,18.709999084472656,197778014208.0,,
BBDC3,True,2491,266,9,19,16.280000686645508,184739741696.0,,
BBSE3,True,2491,28,9,14,40.540000915527344,78698217472.0,,
WEGE3,True,2491,108,9,19,46.400001525878906,194686500864.0,,
ABEV3,True,2491,53,9,20,15.859999656677246,245081325568.0,,
TAEE11,True,2491,59,9,19,39.95000076293945,41288327168.0,,
EGIE3,True,2491,54,10,20,30.040000915527344,42548105216.0,,
CSMG3,True,2491,67,9,17,63.40999984741211,24043894784.0,,
RANI3,True,2491,47,9,18,7.929999828338623,1823076096.0,,
CMIG4,True,2491,52,10,17,11.170000076293945,31953817600.0,,
CPLE6,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
KLBN11,True,2491,47,9,13,17.68000030517578,125635166208.0,,
SUZB3,True,2491,22,10,17,41.869998931884766,51687960576.0,,
RENT3,True,2491,87,9,20,37.720001220703125,41666076672.0,,
MGLU3,True,2491,17,9,14,4.829999923706055,3746430208.0,,
LREN3,True,2491,78,9,19,13.729999542236328,13198417920.0,,
RAIL3,True,2491,5,9,11,13.800000190734863,25608632320.0,,
B3SA3,True,2491,83,9,19,15.720000267028809,78573256704.0,,
ALPA4,True,2491,43,9,18,11.4399995803833,7770077184.0,,
ASAI3,True,1350,8,9,6,8.109999656677246,10854272000.0,,
AURE3,True,1082,5,9,5,11.319999694824219,11825268736.0,,
AZUL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
BEEF3,True,2491,13,9,13,3.4600000381469727,3429354496.0,,
BPAC11,True,2345,23,9,10,55.54999923706055,187179057152.0,,
BRAP4,True,2491,34,9,18,21.75,8549851136.0,,
MBRF3,True,2491,11,9,14,15.890000343322754,21969145856.0,,
BRKM5,True,2491,16,9,19,6.079999923706055,4845567488.0,,
BRSR6,True,2491,89,9,17,14.09000015258789,5762450432.0,,
CCRO3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
CMIG3,True,2491,55,10,19,16.639999389648438,47601745920.0,,
CMIN3,True,1355,17,9,6,5.800000190734863,31334127616.0,,
COGN3,True,2491,30,9,14,2.1500000953674316,4302642688.0,,
CPFE3,True,2491,26,9,18,44.75,51563388928.0,,
CPLE3,True,2491,36,9,21,14.779999732971191,43890843648.0,,
CSAN3,True,2491,22,9,19,3.950000047683716,15580248064.0,,
CSNA3,True,2491,28,9,19,5.710000038146973,7571996672.0,,
CURY3,True,1455,17,9,7,30.389999389648438,9361565696.0,,
CYRE3,True,2491,21,9,17,21.209999084472656,7770216448.0,,
DIRR3,True,2491,22,9,17,11.84000015258789,6156844544.0,,
DXCO3,True,2491,30,9,19,5.059999942779541,4593726464.0,,
ECOR3,True,2491,21,9,17,7.130000114440918,4959779328.0,,
AXIA3,True,2491,18,9,16,51.27000045776367,116840751104.0,,
AXIA6,True,1,0,9,5,55.779998779296875,125450723328.0,,
