ticker,ok,history_rows,dividend_rows,financial_rows,indicator_rows,price,market_cap,message,error
PETR4,True,2490,61,9,21,43.04999923706055,588213059584.0,,
PETR3,True,2490,50,9,17,48.619998931884766,626650185728.0,,
VALE3,True,2490,38,9,19,74.63999938964844,317650108416.0,,
ITUB4,True,2490,274,9,19,43.16999816894531,475814199296.0,,
ITUB3,True,2490,279,9,20,45.630001068115234,502904619008.0,,
BBAS3,True,2490,129,9,19,21.270000457763672,121427738624.0,,
BBDC4,True,2490,266,9,19,18.549999237060547,201688367104.0,,
BBDC3,True,2490,266,9,19,16.18000030517578,183604969472.0,,
BBSE3,True,2490,28,9,14,41.36000061035156,80290037760.0,,
WEGE3,True,2490,108,9,19,48.20000076293945,202239000576.0,,
ABEV3,True,2490,53,9,20,15.770000457763672,243690586112.0,,
TAEE11,True,2490,59,9,19,40.0,41340002304.0,,
EGIE3,True,2490,54,10,20,30.100000381469727,42633084928.0,,
CSMG3,True,2490,67,9,17,64.25,24362407936.0,,
RANI3,True,2490,47,9,18,8.420000076293945,1935725312.0,,
CMIG4,True,2490,52,10,17,11.279999732971191,32268492800.0,,
CPLE6,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
KLBN11,True,2490,47,9,13,18.239999771118164,129614553088.0,,
SUZB3,True,2490,22,10,17,43.099998474121094,53206380544.0,,
RENT3,True,2490,87,9,20,38.099998474121094,42085826560.0,,
MGLU3,True,2490,17,9,14,5.159999847412109,4002397440.0,,
LREN3,True,2490,78,9,19,13.850000381469727,13313772544.0,,
RAIL3,True,2490,5,9,11,14.15999984741211,26276681728.0,,
B3SA3,True,2490,83,9,19,15.619999885559082,78073421824.0,,
ALPA4,True,2490,43,9,18,12.479999542236328,8476447744.0,,
ASAI3,True,1354,8,9,6,8.550000190734863,11443160064.0,,
AURE3,True,1086,5,9,5,11.199999809265137,11699912704.0,,
AZUL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
BEEF3,True,2490,13,9,13,3.640000104904175,3607760384.0,,
BPAC11,True,2349,23,9,10,57.119998931884766,192469270528.0,,
BRAP4,True,2490,34,9,18,21.5,8451576832.0,,
MBRF3,True,2490,11,9,14,17.700000762939453,24471609344.0,,
BRKM5,True,2490,16,9,19,5.960000038146973,4749931520.0,,
BRSR6,True,2490,89,9,17,14.0600004196167,5750181376.0,,
CCRO3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
CMIG3,True,2490,55,10,19,16.299999237060547,46629113856.0,,
CMIN3,True,1359,17,9,6,5.730000019073486,30955956224.0,,
COGN3,True,2490,30,9,14,2.3299999237060547,4662863872.0,,
CPFE3,True,2490,26,9,18,46.11000061035156,53130452992.0,,
CPLE3,True,2490,36,9,21,14.869999885559082,44158107648.0,,
CSAN3,True,2490,22,9,19,4.099999904632568,16171902976.0,,
CSNA3,True,2490,28,9,19,4.510000228881836,5980683776.0,,
CURY3,True,1459,17,9,7,31.450000762939453,9688096768.0,,
CYRE3,True,2490,21,9,17,21.5,7876457472.0,,
DIRR3,True,2490,22,9,17,11.75,6110044160.0,,
DXCO3,True,2490,30,9,19,5.190000057220459,4711747584.0,,
ECOR3,True,2490,21,9,17,7.03000020980835,4890217472.0,,
AXIA3,True,2490,18,9,16,53.560001373291016,122059505664.0,,
AXIA6,True,1,0,9,5,55.779998779296875,125450723328.0,,
EMBJ3,True,2490,47,9,19,89.5999984741211,63780249600.0,,
ENEV3,True,2490,1,9,12,26.75,51066122240.0,,
ENGI11,True,2490,35,9,17,50.189998626708984,15372343296.0,,
EQTL3,True,2490,28,9,19,38.88999938964844,48803684352.0,,
EVEN3,True,2490,20,9,19,4.949999809265137,982096448.0,,
EZTC3,True,2490,32,9,19,11.420000076293945,3167440384.0,,
FLRY3,True,2490,40,9,17,17.270000457763672,9388425216.0,,
GGBR4,True,2490,93,9,27,25.6299991607666,50316320768.0,,
GOAU4,True,2490,90,9,27,11.199999809265137,14816194560.0,,
HAPV3,True,2054,11,9,9,11.90999984741211,5658297344.0,,
HYPE3,True,2490,47,9,13,21.520000457763672,15149914112.0,,
IRBR3,True,2243,10,11,10,55.29999923706055,4488634368.0,,
ITSA3,True,2490,143,9,21,13.899999618530273,155838349312.0,,
ITSA4,True,2490,141,9,20,13.880000114440918,155558019072.0,,
LEVE3,True,2490,45,9,18,32.34000015258789,4383331328.0,,
MDIA3,True,2490,54,9,19,17.530000686645508,5882577920.0,,
MILS3,True,2490,32,9,16,15.800000190734863,3599757312.0,,
MOVI3,True,2291,24,9,10,7.650000095367432,3067927552.0,,
MRVE3,True,2490,24,9,18,4.679999828338623,2634065152.0,,
MULT3,True,2490,44,9,18,28.719999313354492,14102857728.0,,
NEOE3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
NATU3,True,1087,24,9,17,8.5,11680993280.0,,
ODPV3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
PCAR3,True,2490,39,7,19,2.75,1354504576.0,,
POMO4,True,2490,47,9,18,5.369999885559082,6666319360.0,,
PRIO3,True,2490,1,9,11,58.5,46687887360.0,,
PSSA3,True,2490,53,9,18,54.0,34613583872.0,,
RADL3,True,2490,83,9,20,18.850000381469727,32959907840.0,,
RAIZ4,True,1245,10,9,6,0.25999999046325684,2689210112.0,,
RDOR3,True,1401,21,9,7,34.060001373291016,74257874944.0,,
ROMI3,True,2490,50,10,18,5.960000038146973,555297664.0,,
SANB11,True,2490,68,9,17,28.93000030517578,155454783488.0,,
SAPR11,True,2137,20,9,10,35.619998931884766,10765824000.0,,
SBSP3,True,2490,25,10,19,27.56999969482422,96683319296.0,,
SLCE3,True,2490,21,9,17,13.350000381469727,6625756672.0,,
SMTO3,True,2490,27,9,18,14.380000114440918,4641479680.0,,
STBP3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
TIMS3,True,2490,45,9,17,19.280000686645508,46053527552.0,,
TOTS3,True,2490,48,9,19,31.739999771118164,18193209344.0,,
TRPL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
UGPA3,True,2490,36,9,19,33.099998474121094,35377983488.0,,
USIM5,True,2490,24,9,18,7.559999942779541,9305926656.0,,
VBBR3,True,2084,23,9,9,36.130001068115234,43102343168.0,,
VIVT3,True,2490,115,10,18,32.29999923706055,103218077696.0,,
VIVR3,True,2490,0,9,11,1.6699999570846558,8149666.0,,
VLID3,True,2490,55,9,19,18.40999984741211,1440455040.0,,
