ticker,ok,history_rows,dividend_rows,financial_rows,indicator_rows,price,market_cap,message,error
PETR4,True,2491,61,9,21,42.130001068115234,575642664960.0,,
PETR3,True,2491,50,9,17,47.310001373291016,609765949440.0,,
VALE3,True,2491,38,9,19,75.38999938964844,320841940992.0,,
ITUB4,True,2491,274,9,19,41.83000183105469,461044940800.0,,
ITUB3,True,2491,279,9,20,44.869998931884766,494528364544.0,,
BBAS3,True,2491,129,9,19,20.280000686645508,115775954944.0,,
BBDC4,True,2491,267,10,19,17.700000762939453,192782647296.0,,
BBDC3,True,2491,267,10,19,15.449999809265137,175321186304.0,,
BBSE3,True,2491,28,9,14,40.959999084472656,79513534464.0,,
WEGE3,True,2491,108,9,19,48.400001525878906,203078172672.0,,
ABEV3,True,2491,53,9,20,15.65999984741211,241990762496.0,,
TAEE11,True,2491,59,9,19,39.540000915527344,40864591872.0,,
EGIE3,True,2491,54,10,20,29.90999984741211,42363973632.0,,
CSMG3,True,2491,67,9,17,63.349998474121094,24021143552.0,,
RANI3,True,2491,47,9,18,8.3100004196167,1910436736.0,,
CMIG4,True,2491,52,10,17,11.109999656677246,31782176768.0,,
CPLE6,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
KLBN11,True,2491,47,9,13,18.020000457763672,128051224576.0,,
SUZB3,True,2491,22,10,17,41.970001220703125,51811409920.0,,
RENT3,True,2491,87,9,20,38.15999984741211,42152103936.0,,
MGLU3,True,2491,17,9,14,4.570000171661377,3544759040.0,,
LREN3,True,2491,78,9,19,13.479999542236328,12958097408.0,,
RAIL3,True,2491,5,9,11,13.710000038146973,25441617920.0,,
B3SA3,True,2491,83,9,19,15.359999656677246,76773867520.0,,
ALPA4,True,2491,43,9,18,12.260000228881836,8327023616.0,,
ASAI3,True,1358,8,9,6,8.489999771118164,11362856960.0,,
AURE3,True,1090,5,9,5,10.979999542236328,11470092288.0,,
AZUL4,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
BEEF3,True,2491,13,9,13,3.5,3469000192.0,,
BPAC11,True,2353,23,9,10,56.20000076293945,189369270272.0,,
BRAP4,True,2491,34,9,18,21.65999984741211,8514472448.0,,
MBRF3,True,2491,11,9,14,16.459999084472656,22757212160.0,,
BRKM5,True,2491,16,9,19,6.050000190734863,4821658624.0,,
BRSR6,True,2491,89,9,17,14.010000228881836,5729732096.0,,
CCRO3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
CMIG3,True,2491,55,10,19,16.450000762939453,47058219008.0,,
CMIN3,True,1363,17,9,6,5.75,31064004608.0,,
COGN3,True,2491,30,9,14,2.200000047683716,4402704384.0,,
CPFE3,True,2491,26,9,18,45.849998474121094,52830867456.0,,
CPLE3,True,2491,36,9,21,14.899999618530273,44247195648.0,,
CSAN3,True,2491,22,9,19,3.7899999618530273,14949149696.0,,
CSNA3,True,2491,28,9,19,4.739999771118164,6285685248.0,,
CURY3,True,1463,17,9,7,31.530000686645508,9712740352.0,,
CYRE3,True,2491,21,9,17,21.829999923706055,7997351424.0,,
DIRR3,True,2491,22,9,17,11.75,6110044160.0,,
DXCO3,True,2491,30,9,19,5.119999885559082,4648197632.0,,
ECOR3,True,2491,21,9,17,6.820000171661377,4744137216.0,,
AXIA3,True,2491,18,9,16,53.16999816894531,121170714624.0,,
AXIA6,True,1,0,9,5,55.779998779296875,125450723328.0,,
EMBJ3,True,2491,47,9,19,91.6500015258789,65239511040.0,,
ENEV3,True,2491,1,9,12,26.600000381469727,50885922816.0,,
ENGI11,True,2491,35,9,17,49.459999084472656,15148756992.0,,
EQTL3,True,2491,28,9,19,38.43000030517578,48226426880.0,,
EVEN3,True,2491,20,9,19,4.650000095367432,922575488.0,,
EZTC3,True,2491,32,9,19,11.020000457763672,3056496640.0,,
FLRY3,True,2491,40,9,17,17.270000457763672,9388425216.0,,
GGBR4,True,2491,94,9,27,25.649999618530273,50354683904.0,,
GOAU4,True,2491,90,9,27,11.199999809265137,14812016640.0,,
HAPV3,True,2058,11,9,9,11.130000114440918,5287728640.0,,
HYPE3,True,2491,47,9,13,21.329999923706055,15016155136.0,,
IRBR3,True,2247,10,11,10,52.7400016784668,4280842752.0,,
ITSA3,True,2491,143,9,21,13.649999618530273,153035489280.0,,
ITSA4,True,2491,141,9,20,13.510000228881836,151411310592.0,,
LEVE3,True,2491,45,9,18,32.27000045776367,4373843968.0,,
MDIA3,True,2491,54,9,19,17.3799991607666,5832241664.0,,
MILS3,True,2491,32,9,16,15.649999618530273,3565582336.0,,
MOVI3,True,2295,24,9,10,7.710000038146973,3116096000.0,,
MRVE3,True,2491,24,9,18,4.570000171661377,2572153344.0,,
MULT3,True,2491,44,9,18,27.8799991607666,13690378240.0,,
NEOE3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
NATU3,True,1088,24,9,17,8.180000305175781,11241238528.0,,
ODPV3,False,,,,,,,Sem histórico retornado pelo Yahoo/yfinance e sem fallback útil na brapi.dev.,
PCAR3,True,2491,39,7,19,2.9000000953674316,1428386688.0,,
POMO4,True,2491,47,9,18,4.550000190734863,5648371712.0,,
PRIO3,True,2491,1,9,11,58.61000061035156,46781251584.0,,
PSSA3,True,2491,54,9,18,52.650001525878906,33748246528.0,,
RADL3,True,2491,83,9,20,20.1200008392334,35180548096.0,,
RAIZ4,True,1249,10,9,6,0.25999999046325684,2689210112.0,,
RDOR3,True,1405,21,9,7,34.060001373291016,74257874944.0,,
ROMI3,True,2491,50,10,18,5.769999980926514,537595264.0,,
SANB11,True,2491,68,9,17,29.270000457763672,157281763328.0,,
SAPR11,True,2141,20,9,10,34.83000183105469,10527053824.0,,
SBSP3,True,2491,25,10,19,27.389999389648438,96322568192.0,,
SLCE3,True,2491,21,9,17,13.210000038146973,6556272640.0,,
SMTO3,True,2491,27,9,18,14.6899995803833,4741539328.0,,
